Date,SE1,SE2,SE3,SE4,FI,DK1,DK2,EE,LV,LT
29-11-2020,12645.0,6760.0,1937.0,3882.0,17047.0,2255,1472,465,67,1357
30-11-2020,17941.0,13945.0,18142.0,4394.0,22991.0,30112,6410,266,62,1471
01-12-2020,13973.0,31747.0,7405.0,3945.0,17103.0,5215,2206,2020,256,2979
02-12-2020,22364.0,52915.0,15562.0,6376.0,27853.0,13599,3368,1458,237,2520
03-12-2020,24346.0,51263.0,30830.0,15490.0,38089.0,53082,15414,1321,431,6153
04-12-2020,9251.0,29193.0,19278.0,11940.0,25362.0,42883,14267,2835,761,9946
05-12-2020,4086.0,6842.0,13371.0,9543.0,28160.0,29874,6981,2911,755,10069
06-12-2020,3663.0,7389.0,14954.0,12160.0,27660.0,21084,7211,2953,814,10236
07-12-2020,2164.0,16536.0,34380.0,22537.0,22594.0,53931,14481,3834,852,10801
08-12-2020,5663.0,20785.0,22548.0,9892.0,21743.0,11127,2248,3134,576,9370
09-12-2020,14007.0,22368.0,14824.0,11958.0,24399.0,13329,3258,1775,242,5489
10-12-2020,12820.0,12142.0,17697.0,10864.0,15907.0,17579,3975,846,246,4728
11-12-2020,3540.0,8731.0,18375.0,6431.0,6314.0,35126,9067,577,183,3934
12-12-2020,823.0,4001.0,13356.0,7838.0,4430.0,27615,7227,1091,281,5449
13-12-2020,694.0,2591.0,5695.0,1650.0,2007.0,14432,1306,259,67,1442
14-12-2020,2375.0,11492.0,18365.0,10318.0,4927.0,40323,11364,62,50,708
15-12-2020,4868.0,16076.0,21294.0,7170.0,25102.0,21962,4857,1094,234,4400
16-12-2020,7093.0,12617.0,20793.0,5997.0,16309.0,23681,6089,2407,368,3859
17-12-2020,5157.0,16106.0,18437.0,13670.0,12268.0,32968,11888,865,287,3375
18-12-2020,4219.0,10167.0,26702.0,12714.0,25814.0,40045,10304,1641,499,4896
19-12-2020,2708.0,29586.0,30000.0,11281.0,16900.0,36390,8017,1254,505,2683
20-12-2020,14691.0,53183.0,29672.0,8353.0,38481.0,33438,6238,2219,412,3446
21-12-2020,10650.0,38793.0,26964.0,9404.0,33922.0,28218,9816,3004,553,4246
22-12-2020,3198.0,28316.0,27666.0,19243.0,25345.0,32719,14849,2074,466,5523
23-12-2020,6562.0,26509.0,29784.0,11810.0,24343.0,14459,2797,1676,282,4521
24-12-2020,8928.0,37886.0,29161.0,9060.0,14066.0,22560,4590,641,112,3320
25-12-2020,8293.0,27809.0,28193.0,10235.0,21202.0,11185,5905,1485,125,2338
26-12-2020,2540.0,20345.0,20952.0,12253.0,7786.0,30754,12603,739,72,1409
27-12-2020,17061.0,58475.0,59342.0,32893.0,40311.0,48314,22725,3586,1022,9299
28-12-2020,16133.0,54968.0,43240.0,20155.0,39593.0,23765,10844,3837,1096,10679
29-12-2020,5033.0,29229.0,27345.0,8955.0,23079.0,8518,5685,2721,801,9362
30-12-2020,4587.0,14198.0,13307.0,11702.0,18422.0,6345,14652,3017,603,3814
31-12-2020,4528.0,4535.0,8806.0,11389.0,21884.0,7913,11496,380,123,723
