Date,Hour,MAE d,MAE s
2018-08-25,3,28.27,66.78
2018-08-25,4,28.08,66.31
2018-08-25,5,28.29,64.95
2018-08-25,6,28.18,63.89
2018-08-25,7,42.66,72.67
2018-08-25,8,41.78,74.17
2018-08-25,9,42.54,72.46
2018-08-25,10,35.12,68.42
2018-08-25,11,34.0,70.94
2018-08-25,12,32.89,66.86
2018-08-25,13,33.21,66.41
2018-08-25,14,33.1,68.67
2018-08-25,15,32.13,68.76
2018-08-25,16,32.42,68.59
2018-08-25,17,45.23,73.69
2018-08-25,18,44.5,72.72
2018-08-25,19,45.08,76.34
2018-08-25,20,38.37,76.26
2018-08-25,21,36.76,64.04
2018-08-25,22,37.9,70.14
2018-08-25,23,34.5,63.03
2018-08-26,0,32.33,79.79
2018-08-26,1,30.75,80.3
2018-08-26,2,29.87,79.72
2018-08-26,3,29.94,79.88
2018-08-26,4,27.03,78.81
2018-08-26,5,27.31,80.67
2018-08-26,6,27.94,80.88
2018-08-26,7,38.37,98.25
2018-08-26,8,43.92,98.24
2018-08-26,9,44.84,95.55
2018-08-26,10,30.99,94.31
2018-08-26,11,29.26,98.6
2018-08-26,12,30.44,99.21
2018-08-26,13,30.18,94.69
2018-08-26,14,30.02,94.43
2018-08-26,15,28.27,94.43
2018-08-26,16,29.05,84.7
2018-08-26,17,31.93,86.11
2018-08-26,18,41.76,77.23
2018-08-26,19,42.4,77.74
2018-08-26,20,37.45,83.23
2018-08-26,21,36.68,80.51
2018-08-26,22,39.79,82.13
2018-08-26,23,34.99,95.96
2018-08-27,0,32.07,93.36
2018-08-27,1,27.03,96.76
2018-08-27,2,26.92,95.76
2018-08-27,3,25.89,95.31
2018-08-27,4,27.41,84.38
2018-08-27,5,26.81,83.55
2018-08-27,6,25.78,76.12
2018-08-27,7,35.29,89.88
2018-08-27,8,38.0,87.25
2018-08-27,9,39.67,87.95
2018-08-27,10,41.81,72.18
2018-08-27,11,39.83,76.06
2018-08-27,12,37.13,75.26
2018-08-27,13,37.96,77.08
2018-08-27,14,34.47,77.23
2018-08-27,15,33.94,74.19
2018-08-27,16,36.17,80.31
2018-08-27,17,43.98,81.35
2018-08-27,18,42.07,76.66
2018-08-27,19,42.27,76.8
2018-08-27,20,31.88,71.06
2018-08-27,21,34.91,69.04
2018-08-27,22,30.03,71.61
2018-08-27,23,26.52,73.64
2018-08-28,0,23.78,98.76
2018-08-28,1,23.71,99.25
2018-08-28,2,23.9,99.14
2018-08-28,3,23.8,99.74
2018-08-28,4,22.83,85.69
2018-08-28,5,27.79,76.92
2018-08-28,6,32.4,79.91
2018-08-28,7,51.35,82.64
2018-08-28,8,58.33,82.01
2018-08-28,9,58.81,83.46
2018-08-28,10,50.05,76.34
2018-08-28,11,49.84,79.77
2018-08-28,12,50.8,79.78
2018-08-28,13,50.56,96.29
2018-08-28,14,50.09,93.12
2018-08-28,15,47.31,93.77
2018-08-28,16,54.63,90.19
2018-08-28,17,53.41,96.98
2018-08-28,18,57.58,94.78
2018-08-28,19,51.54,108.43
2018-08-28,20,36.42,107.45
2018-08-28,21,37.06,113.69
2018-08-28,22,34.36,101.53
2018-08-28,23,35.44,101.35
2018-08-29,0,32.64,104.02
2018-08-29,1,29.52,100.18
2018-08-29,2,28.45,103.19
2018-08-29,3,28.23,104.88
2018-08-29,4,27.29,110.28
2018-08-29,5,32.82,101.53
2018-08-29,6,37.27,92.47
2018-08-29,7,57.68,86.43
2018-08-29,8,60.0,86.37
2018-08-29,9,56.94,90.39
2018-08-29,10,48.99,80.61
2018-08-29,11,45.23,89.4
2018-08-29,12,47.26,85.1
2018-08-29,13,46.69,88.83
2018-08-29,14,47.37,87.04
2018-08-29,15,46.29,86.36
2018-08-29,16,53.83,90.22
2018-08-29,17,55.59,89.68
2018-08-29,18,53.45,86.92
2018-08-29,19,49.28,96.34
2018-08-29,20,40.68,97.38
2018-08-29,21,43.89,104.36
2018-08-29,22,44.11,105.88
2018-08-29,23,32.79,99.38
2018-08-30,0,31.09,88.53
2018-08-30,1,30.12,88.99
2018-08-30,2,30.23,87.77
2018-08-30,3,30.29,87.77
2018-08-30,4,28.46,89.0
2018-08-30,5,30.41,91.19
2018-08-30,6,41.26,91.25
2018-08-30,7,58.07,88.76
2018-08-30,8,61.95,87.46
2018-08-30,9,61.9,86.5
2018-08-30,10,48.1,75.99
2018-08-30,11,46.87,73.73
2018-08-30,12,44.16,77.68
2018-08-30,13,44.94,81.41
2018-08-30,14,45.23,81.66
2018-08-30,15,46.36,86.97
2018-08-30,16,45.85,87.29
2018-08-30,17,56.7,85.98
2018-08-30,18,52.36,88.54
2018-08-30,19,50.02,88.91
2018-08-30,20,42.51,88.49
2018-08-30,21,46.58,84.68
2018-08-30,22,41.08,94.1
2018-08-30,23,34.03,101.34
2018-08-31,0,31.73,102.01
2018-08-31,1,30.9,109.42
2018-08-31,2,30.38,110.12
2018-08-31,3,29.96,112.28
2018-08-31,4,28.35,109.36
2018-08-31,5,29.41,110.87
2018-08-31,6,37.7,113.88
2018-08-31,7,54.62,116.86
2018-08-31,8,61.75,118.1
2018-08-31,9,63.78,119.55
2018-08-31,10,48.82,115.41
2018-08-31,11,48.05,119.71
2018-08-31,12,45.41,116.65
2018-08-31,13,45.06,120.61
2018-08-31,14,44.48,119.75
2018-08-31,15,40.59,134.85
2018-08-31,16,53.29,135.77
2018-08-31,17,55.54,136.94
2018-08-31,18,52.83,130.8
2018-08-31,19,53.29,130.35
2018-08-31,20,43.44,130.05
2018-08-31,21,46.17,136.77
2018-08-31,22,37.26,134.04
2018-08-31,23,33.57,148.77
2018-09-01,0,27.05,104.07
2018-09-01,1,26.82,100.34
2018-09-01,2,25.8,103.88
2018-09-01,3,25.63,100.92
2018-09-01,4,25.73,101.32
2018-09-01,5,26.25,98.9
2018-09-01,6,26.26,87.41
2018-09-01,7,38.65,99.13
2018-09-01,8,42.92,109.35
2018-09-01,9,46.57,117.97
2018-09-01,10,37.87,114.11
2018-09-01,11,36.88,114.55
2018-09-01,12,33.59,112.64
2018-09-01,13,31.06,112.69
2018-09-01,14,29.8,115.14
2018-09-01,15,28.68,114.7
2018-09-01,16,41.09,117.0
2018-09-01,17,44.07,116.56
2018-09-01,18,51.64,118.06
2018-09-01,19,49.97,125.95
2018-09-01,20,45.07,125.16
2018-09-01,21,40.46,119.28
2018-09-01,22,39.4,115.5
2018-09-01,23,35.0,115.91
2018-09-02,0,22.53,88.22
2018-09-02,1,21.93,89.9
2018-09-02,2,21.9,89.6
2018-09-02,3,21.87,88.93
2018-09-02,4,22.21,89.11
2018-09-02,5,25.12,87.12
2018-09-02,6,22.34,69.42
2018-09-02,7,31.89,77.1
2018-09-02,8,33.68,81.69
2018-09-02,9,38.31,87.62
2018-09-02,10,30.94,81.46
2018-09-02,11,31.31,81.49
2018-09-02,12,30.55,84.82
2018-09-02,13,29.06,86.06
2018-09-02,14,28.38,90.0
2018-09-02,15,27.79,89.97
2018-09-02,16,34.3,91.84
2018-09-02,17,37.35,92.03
2018-09-02,18,39.58,86.6
2018-09-02,19,39.83,88.38
2018-09-02,20,32.35,93.86
2018-09-02,21,30.26,89.35
2018-09-02,22,31.44,94.1
2018-09-02,23,29.63,83.63
2018-09-03,0,25.65,93.38
2018-09-03,1,24.98,94.72
2018-09-03,2,25.55,95.22
2018-09-03,3,24.98,90.27
2018-09-03,4,22.79,92.05
2018-09-03,5,29.22,93.08
2018-09-03,6,30.47,90.63
2018-09-03,7,41.67,117.44
2018-09-03,8,45.68,127.05
2018-09-03,9,46.68,128.49
2018-09-03,10,45.46,123.2
2018-09-03,11,46.55,120.76
2018-09-03,12,42.95,119.65
2018-09-03,13,43.32,118.85
2018-09-03,14,43.07,121.94
2018-09-03,15,41.17,119.81
2018-09-03,16,42.15,120.66
2018-09-03,17,43.25,120.35
2018-09-03,18,41.33,124.42
2018-09-03,19,40.52,124.27
2018-09-03,20,35.94,123.91
2018-09-03,21,35.32,124.08
2018-09-03,22,34.1,100.72
2018-09-03,23,30.96,110.55
2018-09-04,0,29.35,109.79
2018-09-04,1,26.9,110.85
2018-09-04,2,25.99,113.91
2018-09-04,3,25.83,107.77
2018-09-04,4,25.77,112.99
2018-09-04,5,30.67,114.16
2018-09-04,6,31.45,113.84
2018-09-04,7,50.08,129.03
2018-09-04,8,49.71,137.5
2018-09-04,9,47.32,141.91
2018-09-04,10,38.57,135.42
2018-09-04,11,38.29,135.02
2018-09-04,12,37.37,135.41
2018-09-04,13,37.63,136.81
2018-09-04,14,38.46,133.42
2018-09-04,15,37.91,132.45
2018-09-04,16,48.09,135.85
2018-09-04,17,51.24,138.57
2018-09-04,18,52.03,137.83
2018-09-04,19,51.14,140.61
2018-09-04,20,42.13,143.24
2018-09-04,21,37.91,135.55
2018-09-04,22,37.76,121.35
2018-09-04,23,32.78,118.5
2018-09-05,0,28.47,99.17
2018-09-05,1,27.68,98.95
2018-09-05,2,27.85,94.05
2018-09-05,3,25.37,96.01
2018-09-05,4,26.28,95.87
2018-09-05,5,31.03,104.11
2018-09-05,6,30.98,104.04
2018-09-05,7,55.1,107.63
2018-09-05,8,50.99,122.38
2018-09-05,9,47.48,131.81
2018-09-05,10,37.67,123.17
2018-09-05,11,38.89,119.8
2018-09-05,12,37.06,117.92
2018-09-05,13,34.7,124.52
2018-09-05,14,34.42,124.51
2018-09-05,15,33.66,125.97
2018-09-05,16,45.06,117.26
2018-09-05,17,51.88,123.46
2018-09-05,18,54.64,122.21
2018-09-05,19,52.06,119.43
2018-09-05,20,39.14,113.74
2018-09-05,21,36.78,115.27
2018-09-05,22,34.66,110.32
2018-09-05,23,28.43,113.6
2018-09-06,0,30.16,89.02
2018-09-06,1,27.97,97.74
2018-09-06,2,25.54,89.77
2018-09-06,3,25.68,89.8
2018-09-06,4,24.9,88.72
2018-09-06,5,33.65,97.56
2018-09-06,6,33.4,95.1
2018-09-06,7,42.94,107.79
2018-09-06,8,45.07,110.82
2018-09-06,9,43.17,115.77
2018-09-06,10,36.12,114.93
2018-09-06,11,36.6,114.32
2018-09-06,12,36.87,111.62
2018-09-06,13,31.82,109.84
2018-09-06,14,32.73,111.12
2018-09-06,15,33.58,118.59
2018-09-06,16,36.38,119.09
2018-09-06,17,42.66,118.98
2018-09-06,18,41.27,117.71
2018-09-06,19,39.42,119.24
2018-09-06,20,34.7,121.85
2018-09-06,21,37.56,102.77
2018-09-06,22,31.62,106.3
2018-09-06,23,25.58,109.01
2018-09-07,0,19.07,93.08
2018-09-07,1,18.83,113.39
2018-09-07,2,18.83,113.36
2018-09-07,3,18.91,115.35
2018-09-07,4,19.1,113.19
2018-09-07,5,21.26,103.74
2018-09-07,6,30.56,88.55
2018-09-07,7,51.14,101.06
2018-09-07,8,48.18,97.63
2018-09-07,9,48.5,97.95
2018-09-07,10,44.51,93.22
2018-09-07,11,45.47,93.55
2018-09-07,12,44.96,91.4
2018-09-07,13,43.18,93.44
2018-09-07,14,41.65,94.8
2018-09-07,15,42.47,93.62
2018-09-07,16,45.59,93.85
2018-09-07,17,45.97,96.06
2018-09-07,18,46.34,99.78
2018-09-07,19,43.99,101.04
2018-09-07,20,36.15,103.32
2018-09-07,21,34.06,100.97
2018-09-07,22,32.23,104.5
2018-09-07,23,27.05,120.67
2018-09-08,0,23.9,138.06
2018-09-08,1,18.59,164.56
2018-09-08,2,18.06,163.15
2018-09-08,3,18.43,164.81
2018-09-08,4,19.07,167.37
2018-09-08,5,18.62,176.11
2018-09-08,6,20.65,136.13
2018-09-08,7,23.83,130.78
2018-09-08,8,28.49,121.33
2018-09-08,9,28.8,120.77
2018-09-08,10,28.29,109.54
2018-09-08,11,27.1,109.84
2018-09-08,12,22.74,108.56
2018-09-08,13,22.54,110.63
2018-09-08,14,22.3,111.27
2018-09-08,15,23.14,110.82
2018-09-08,16,23.35,112.47
2018-09-08,17,22.95,117.72
2018-09-08,18,29.04,114.84
2018-09-08,19,28.55,112.88
2018-09-08,20,27.22,114.83
2018-09-08,21,30.11,107.84
2018-09-08,22,24.5,113.55
2018-09-08,23,21.45,115.92
2018-09-09,0,21.7,104.63
2018-09-09,1,22.08,124.92
2018-09-09,2,22.14,123.58
2018-09-09,3,22.02,130.83
2018-09-09,4,22.1,129.87
2018-09-09,5,21.49,132.86
2018-09-09,6,19.64,113.45
2018-09-09,7,20.83,121.16
2018-09-09,8,26.79,124.98
2018-09-09,9,29.38,119.96
2018-09-09,10,22.44,110.14
2018-09-09,11,21.96,106.57
2018-09-09,12,21.58,105.82
2018-09-09,13,21.19,105.21
2018-09-09,14,21.24,103.85
2018-09-09,15,21.34,103.56
2018-09-09,16,31.09,107.07
2018-09-09,17,34.65,108.1
2018-09-09,18,38.66,101.5
2018-09-09,19,44.28,100.47
2018-09-09,20,32.77,99.4
2018-09-09,21,31.26,95.96
2018-09-09,22,27.59,96.76
2018-09-09,23,23.91,102.06
2018-09-10,0,19.38,125.75
2018-09-10,1,18.86,134.7
2018-09-10,2,18.41,133.36
2018-09-10,3,18.48,136.56
2018-09-10,4,17.37,131.18
2018-09-10,5,18.81,132.6
2018-09-10,6,23.77,121.02
2018-09-10,7,45.07,134.42
2018-09-10,8,48.35,135.99
2018-09-10,9,49.83,134.17
2018-09-10,10,38.31,130.4
2018-09-10,11,40.34,129.94
2018-09-10,12,34.54,131.03
2018-09-10,13,34.25,132.12
2018-09-10,14,34.07,132.54
2018-09-10,15,31.94,135.7
2018-09-10,16,34.16,134.02
2018-09-10,17,42.86,131.34
2018-09-10,18,45.61,129.56
2018-09-10,19,45.0,124.35
2018-09-10,20,35.65,142.51
2018-09-10,21,31.79,133.24
2018-09-10,22,25.41,118.46
2018-09-10,23,26.28,121.09
2018-09-11,0,18.58,104.54
2018-09-11,1,16.94,121.48
2018-09-11,2,16.0,121.5
2018-09-11,3,15.41,119.86
2018-09-11,4,15.18,122.26
2018-09-11,5,16.26,112.45
2018-09-11,6,19.01,95.77
2018-09-11,7,42.58,110.52
2018-09-11,8,40.49,115.06
2018-09-11,9,38.54,110.78
2018-09-11,10,28.21,107.2
2018-09-11,11,25.06,102.7
2018-09-11,12,22.98,102.11
2018-09-11,13,19.03,105.67
2018-09-11,14,18.95,105.04
2018-09-11,15,19.18,105.08
2018-09-11,16,19.38,108.07
2018-09-11,17,20.24,109.28
2018-09-11,18,20.12,110.58
2018-09-11,19,21.83,108.68
2018-09-11,20,19.55,110.16
2018-09-11,21,19.91,107.73
2018-09-11,22,18.36,114.7
2018-09-11,23,15.57,127.35
2018-09-12,0,13.63,100.3
2018-09-12,1,13.82,110.78
2018-09-12,2,13.35,115.37
2018-09-12,3,14.05,114.83
2018-09-12,4,14.74,109.59
2018-09-12,5,13.93,89.49
2018-09-12,6,15.93,96.48
2018-09-12,7,20.22,104.05
2018-09-12,8,25.01,105.76
2018-09-12,9,23.13,108.83
2018-09-12,10,22.91,105.37
2018-09-12,11,19.21,109.41
2018-09-12,12,17.25,110.38
2018-09-12,13,15.86,106.12
2018-09-12,14,16.85,109.37
2018-09-12,15,17.14,106.62
2018-09-12,16,17.37,112.09
2018-09-12,17,18.82,113.12
2018-09-12,18,17.72,108.49
2018-09-12,19,18.81,105.33
2018-09-12,20,20.18,100.36
2018-09-12,21,20.84,100.79
2018-09-12,22,18.57,107.37
2018-09-12,23,15.56,108.26
2018-09-13,0,17.27,106.96
2018-09-13,1,17.25,109.13
2018-09-13,2,18.9,109.89
2018-09-13,3,18.55,106.87
2018-09-13,4,19.81,97.86
2018-09-13,5,21.28,77.7
2018-09-13,6,22.41,87.33
2018-09-13,7,36.5,83.15
2018-09-13,8,40.38,90.68
2018-09-13,9,37.45,91.02
2018-09-13,10,33.69,83.54
2018-09-13,11,33.65,87.63
2018-09-13,12,31.47,90.71
2018-09-13,13,30.29,88.28
2018-09-13,14,31.86,78.82
2018-09-13,15,29.82,80.68
2018-09-13,16,28.97,81.3
2018-09-13,17,34.84,75.43
2018-09-13,18,36.43,76.49
2018-09-13,19,31.73,78.71
2018-09-13,20,25.34,75.9
2018-09-13,21,29.57,70.46
2018-09-13,22,31.02,81.67
2018-09-13,23,20.45,91.18
2018-09-14,0,15.4,83.9
2018-09-14,1,14.93,84.19
2018-09-14,2,14.71,87.27
2018-09-14,3,15.21,87.98
2018-09-14,4,15.64,79.15
2018-09-14,5,17.9,80.88
2018-09-14,6,37.37,96.24
2018-09-14,7,33.45,89.16
2018-09-14,8,34.01,90.65
2018-09-14,9,35.72,90.26
2018-09-14,10,31.78,87.4
2018-09-14,11,35.45,89.89
2018-09-14,12,29.62,93.94
2018-09-14,13,23.99,99.19
2018-09-14,14,22.0,86.63
2018-09-14,15,21.43,93.77
2018-09-14,16,20.58,95.61
2018-09-14,17,29.61,86.56
2018-09-14,18,32.57,82.49
2018-09-14,19,24.96,90.44
2018-09-14,20,18.89,86.35
2018-09-14,21,18.82,96.59
2018-09-14,22,18.34,104.94
2018-09-14,23,15.52,117.78
2018-09-15,0,14.66,78.97
2018-09-15,1,14.97,81.0
2018-09-15,2,14.39,80.87
2018-09-15,3,14.35,80.61
2018-09-15,4,14.98,82.93
2018-09-15,5,15.28,84.73
2018-09-15,6,19.24,91.63
2018-09-15,7,23.81,83.91
2018-09-15,8,24.71,82.58
2018-09-15,9,25.16,81.85
2018-09-15,10,22.72,78.58
2018-09-15,11,18.56,81.15
2018-09-15,12,18.12,83.11
2018-09-15,13,15.17,83.46
2018-09-15,14,16.1,82.45
2018-09-15,15,15.85,81.57
2018-09-15,16,17.86,81.99
2018-09-15,17,24.44,80.26
2018-09-15,18,30.49,77.92
2018-09-15,19,27.76,89.95
2018-09-15,20,20.71,87.82
2018-09-15,21,19.0,86.66
2018-09-15,22,18.91,69.29
2018-09-15,23,18.26,74.78
2018-09-16,0,20.48,89.94
2018-09-16,1,20.91,92.11
2018-09-16,2,20.9,92.31
2018-09-16,3,19.89,92.78
2018-09-16,4,19.77,101.12
2018-09-16,5,20.46,99.62
2018-09-16,6,18.81,103.19
2018-09-16,7,19.63,106.79
2018-09-16,8,19.59,95.43
2018-09-16,9,18.96,94.92
2018-09-16,10,17.57,94.07
2018-09-16,11,17.48,86.7
2018-09-16,12,15.44,84.4
2018-09-16,13,15.48,85.54
2018-09-16,14,15.59,83.74
2018-09-16,15,15.06,85.1
2018-09-16,16,14.67,91.37
2018-09-16,17,15.2,89.9
2018-09-16,18,18.78,91.44
2018-09-16,19,18.43,101.49
2018-09-16,20,18.67,88.31
2018-09-16,21,19.27,81.33
2018-09-16,22,17.83,74.43
2018-09-16,23,16.29,92.44
2018-09-17,0,13.95,105.34
2018-09-17,1,13.93,114.0
2018-09-17,2,13.91,115.94
2018-09-17,3,13.77,115.36
2018-09-17,4,14.24,112.33
2018-09-17,5,17.98,102.53
2018-09-17,6,23.55,87.34
2018-09-17,7,34.31,97.97
2018-09-17,8,34.96,84.13
2018-09-17,9,36.27,78.7
2018-09-17,10,34.73,80.98
2018-09-17,11,35.53,75.59
2018-09-17,12,34.61,88.77
2018-09-17,13,33.63,94.5
2018-09-17,14,33.19,114.61
2018-09-17,15,32.11,115.93
2018-09-17,16,32.41,110.08
2018-09-17,17,37.77,111.36
2018-09-17,18,38.84,110.84
2018-09-17,19,36.76,116.11
2018-09-17,20,29.84,115.55
2018-09-17,21,27.12,128.56
2018-09-17,22,23.46,133.2
2018-09-17,23,20.27,146.33
2018-09-18,0,18.55,69.84
2018-09-18,1,16.18,69.7
2018-09-18,2,14.96,68.43
2018-09-18,3,14.97,67.04
2018-09-18,4,14.58,68.91
2018-09-18,5,16.81,69.38
2018-09-18,6,19.72,67.39
2018-09-18,7,35.24,76.43
2018-09-18,8,33.92,74.14
2018-09-18,9,32.65,78.18
2018-09-18,10,24.97,69.61
2018-09-18,11,24.21,67.79
2018-09-18,12,21.37,68.9
2018-09-18,13,19.88,71.73
2018-09-18,14,19.71,72.81
2018-09-18,15,19.13,72.18
2018-09-18,16,19.61,71.51
2018-09-18,17,21.74,72.06
2018-09-18,18,20.58,75.17
2018-09-18,19,20.99,77.5
2018-09-18,20,18.7,76.84
2018-09-18,21,20.01,71.02
2018-09-18,22,14.56,82.77
2018-09-18,23,13.32,93.93
2018-09-19,0,12.16,70.72
2018-09-19,1,12.28,71.07
2018-09-19,2,12.19,72.5
2018-09-19,3,13.48,71.18
2018-09-19,4,13.85,72.9
2018-09-19,5,13.96,66.89
2018-09-19,6,12.87,75.74
2018-09-19,7,29.72,84.85
2018-09-19,8,26.65,68.68
2018-09-19,9,20.53,76.02
2018-09-19,10,19.78,68.0
2018-09-19,11,18.19,66.97
2018-09-19,12,13.41,71.95
2018-09-19,13,13.21,73.67
2018-09-19,14,13.37,72.55
2018-09-19,15,13.58,72.16
2018-09-19,16,14.19,72.68
2018-09-19,17,17.07,75.64
2018-09-19,18,17.52,73.21
2018-09-19,19,17.61,67.46
2018-09-19,20,17.07,66.97
2018-09-19,21,13.78,62.04
2018-09-19,22,13.46,90.19
2018-09-19,23,12.3,101.49
2018-09-20,0,12.09,89.14
2018-09-20,1,11.81,91.48
2018-09-20,2,11.82,91.78
2018-09-20,3,11.81,91.6
2018-09-20,4,12.95,93.8
2018-09-20,5,13.57,92.56
2018-09-20,6,20.06,57.75
2018-09-20,7,27.07,58.89
2018-09-20,8,28.41,63.52
2018-09-20,9,17.95,61.48
2018-09-20,10,13.4,59.17
2018-09-20,11,14.15,61.43
2018-09-20,12,12.85,64.78
2018-09-20,13,13.16,66.69
2018-09-20,14,19.18,63.98
2018-09-20,15,20.42,60.97
2018-09-20,16,22.43,58.38
2018-09-20,17,27.16,55.9
2018-09-20,18,29.81,64.05
2018-09-20,19,32.51,59.86
2018-09-20,20,22.21,59.47
2018-09-20,21,19.51,62.79
2018-09-20,22,17.09,76.17
2018-09-20,23,12.17,84.98
2018-09-21,0,16.97,78.81
2018-09-21,1,13.24,77.04
2018-09-21,2,13.26,77.6
2018-09-21,3,13.2,76.91
2018-09-21,4,12.71,78.31
2018-09-21,5,12.86,81.06
2018-09-21,6,12.41,42.51
2018-09-21,7,16.07,60.38
2018-09-21,8,15.92,59.33
2018-09-21,9,13.76,59.83
2018-09-21,10,12.77,51.79
2018-09-21,11,13.46,53.48
2018-09-21,12,14.0,51.17
2018-09-21,13,14.1,51.88
2018-09-21,14,13.96,51.43
2018-09-21,15,14.5,57.5
2018-09-21,16,14.21,57.87
2018-09-21,17,13.55,57.24
2018-09-21,18,13.24,55.98
2018-09-21,19,12.6,56.86
2018-09-21,20,11.6,55.3
2018-09-21,21,11.86,49.03
2018-09-21,22,13.52,48.12
2018-09-21,23,13.79,44.54
2018-09-22,0,14.01,57.67
2018-09-22,1,14.06,57.84
2018-09-22,2,14.25,58.1
2018-09-22,3,14.03,58.19
2018-09-22,4,13.97,57.83
2018-09-22,5,14.84,57.69
2018-09-22,6,13.19,59.97
2018-09-22,7,15.35,72.42
2018-09-22,8,14.64,79.88
2018-09-22,9,14.66,79.11
2018-09-22,10,14.69,73.14
2018-09-22,11,15.31,73.85
2018-09-22,12,15.65,68.0
2018-09-22,13,15.4,69.45
2018-09-22,14,15.86,70.74
2018-09-22,15,15.88,69.8
2018-09-22,16,16.87,76.81
2018-09-22,17,15.24,73.75
2018-09-22,18,15.43,75.42
2018-09-22,19,15.1,76.81
2018-09-22,20,13.87,75.15
2018-09-22,21,14.18,68.89
2018-09-22,22,14.89,68.41
2018-09-22,23,15.16,67.35
2018-09-23,0,11.39,51.41
2018-09-23,1,11.39,51.52
2018-09-23,2,11.38,51.81
2018-09-23,3,11.36,51.54
2018-09-23,4,11.48,51.88
2018-09-23,5,11.56,51.26
2018-09-23,6,10.51,52.84
2018-09-23,7,10.81,60.64
2018-09-23,8,10.86,68.48
2018-09-23,9,11.75,68.4
2018-09-23,10,13.11,66.58
2018-09-23,11,13.31,66.25
2018-09-23,12,12.06,66.28
2018-09-23,13,11.48,67.23
2018-09-23,14,11.44,67.89
2018-09-23,15,11.5,67.14
2018-09-23,16,11.67,66.85
2018-09-23,17,14.78,61.36
2018-09-23,18,17.5,62.71
2018-09-23,19,17.23,62.77
2018-09-23,20,13.25,62.9
2018-09-23,21,12.31,57.77
2018-09-23,22,11.87,58.61
2018-09-23,23,11.68,61.54
2018-09-24,0,13.24,64.37
2018-09-24,1,12.73,64.03
2018-09-24,2,12.82,65.59
2018-09-24,3,13.02,63.21
2018-09-24,4,12.52,63.97
2018-09-24,5,14.17,58.39
2018-09-24,6,18.54,62.65
2018-09-24,7,19.52,70.81
2018-09-24,8,19.72,70.17
2018-09-24,9,20.19,70.1
2018-09-24,10,22.19,68.07
2018-09-24,11,22.68,69.29
2018-09-24,12,16.03,70.5
2018-09-24,13,16.9,72.11
2018-09-24,14,17.83,72.71
2018-09-24,15,17.98,74.11
2018-09-24,16,17.49,74.67
2018-09-24,17,19.04,75.0
2018-09-24,18,15.45,73.54
2018-09-24,19,16.32,73.37
2018-09-24,20,16.57,71.32
2018-09-24,21,18.03,64.02
2018-09-24,22,15.61,72.69
2018-09-24,23,14.06,67.69
2018-09-25,0,16.11,69.23
2018-09-25,1,15.71,66.84
2018-09-25,2,16.16,65.06
2018-09-25,3,16.76,65.13
2018-09-25,4,18.51,64.21
2018-09-25,5,20.06,66.4
2018-09-25,6,21.66,42.37
2018-09-25,7,35.34,49.2
2018-09-25,8,33.83,50.17
2018-09-25,9,38.97,49.2
2018-09-25,10,26.7,49.95
2018-09-25,11,27.17,48.38
2018-09-25,12,25.53,51.07
2018-09-25,13,19.23,50.87
2018-09-25,14,18.48,52.87
2018-09-25,15,18.21,54.93
2018-09-25,16,26.35,52.08
2018-09-25,17,30.59,55.75
2018-09-25,18,31.23,51.69
2018-09-25,19,33.23,63.38
2018-09-25,20,24.02,50.11
2018-09-25,21,23.17,48.11
2018-09-25,22,20.25,52.78
2018-09-25,23,15.08,51.77
2018-09-26,0,16.91,72.23
2018-09-26,1,16.33,70.71
2018-09-26,2,15.78,71.11
2018-09-26,3,17.47,70.57
2018-09-26,4,17.38,70.0
2018-09-26,5,16.84,69.21
2018-09-26,6,20.23,60.66
2018-09-26,7,21.75,68.28
2018-09-26,8,23.74,66.16
2018-09-26,9,23.14,65.69
2018-09-26,10,23.72,58.67
2018-09-26,11,24.81,59.67
2018-09-26,12,20.51,58.04
2018-09-26,13,19.68,66.07
2018-09-26,14,20.74,63.97
2018-09-26,15,21.15,66.45
2018-09-26,16,18.23,67.06
2018-09-26,17,17.89,66.72
2018-09-26,18,17.09,70.65
2018-09-26,19,21.38,69.57
2018-09-26,20,18.28,67.95
2018-09-26,21,17.49,64.83
2018-09-26,22,17.02,61.15
2018-09-26,23,17.35,60.65
2018-09-27,0,17.73,62.98
2018-09-27,1,17.63,64.7
2018-09-27,2,17.52,64.5
2018-09-27,3,17.85,64.53
2018-09-27,4,18.41,62.87
2018-09-27,5,20.38,70.79
2018-09-27,6,22.02,60.76
2018-09-27,7,20.54,65.69
2018-09-27,8,20.18,62.23
2018-09-27,9,19.38,66.06
2018-09-27,10,19.12,65.61
2018-09-27,11,19.94,64.7
2018-09-27,12,19.08,59.64
2018-09-27,13,18.13,60.42
2018-09-27,14,18.68,57.94
2018-09-27,15,17.14,58.57
2018-09-27,16,17.87,58.98
2018-09-27,17,21.28,63.15
2018-09-27,18,22.15,63.64
2018-09-27,19,23.76,64.89
2018-09-27,20,20.05,63.89
2018-09-27,21,17.44,57.79
2018-09-27,22,19.75,66.73
2018-09-27,23,19.43,67.25
2018-09-28,0,16.1,61.27
2018-09-28,1,14.95,59.99
2018-09-28,2,14.92,62.12
2018-09-28,3,15.58,61.36
2018-09-28,4,15.37,59.1
2018-09-28,5,14.07,58.48
2018-09-28,6,21.01,45.61
2018-09-28,7,17.86,59.08
2018-09-28,8,22.83,60.16
